Country,Year,"Charges for the use of intellectual property, payments (BoP, current US$)","Charges for the use of intellectual property, receipts (BoP, current US$)",Research and development expenditure (% of GDP),Scientific and technical journal articles,"Patent applications, nonresidents","Patent applications, residents","Trademark applications, direct nonresident",Researchers in R&D (per million people),Technicians in R&D (per million people),"Trademark applications, direct resident",High-technology exports (current US$),High-technology exports (% of manufactured exports),"Population, total (millions)",Human Development Index (HDI),"Literacy rate, adult (% ages 15 and older)",Gross national income (GNI) per capita (2011 PPP$),Life expectancy at birth,Government expenditure on education (% of GDP),Population with at least some secondary education (% ages 25 and older)
European Union,2011,1.22E+11,82795493418,0,489695.69,17745,94116,79400,3129.790921,1308.787677,338828,6.58E+11,16.14529118,0,0,0,0,0,0,0
European Union,2012,1.20E+11,82528211753,0,511014.82,19908,92961,71605,3252.389482,1281.924868,318067,6.42E+11,16.66207295,0,0,0,0,0,0,0
European Union,2013,1.39E+11,94659899852,0,521686.4,21085,93229,66809,3331.867406,1312.088167,324438,6.75E+11,16.72177528,0,0,0,0,0,0,0
European Union,2014,1.72E+11,1.12E+11,0,536381.7,22949,92991,63812,3387.009332,1321.949424,333622,6.96E+11,16.78861154,0,0,0,0,0,0,0
European Union,2015,2.08E+11,1.13E+11,0,533692.6,23781,84301,53577,3532.067196,1374.952527,305836,6.30E+11,17.42757998,0,0,0,0,0,0,0
European Union,2016,1.73E+11,1.09E+11,0,535925.58,24854,93621,61092,3631.070257,1342.878162,342401,6.48E+11,17.57927585,0,0,0,0,0,0,0
European Union,2017,1.86E+11,1.24E+11,0,536753,25636,91618,63433,3840.156983,1420.506905,347159,6.45E+11,16.00169305,0,0,0,0,0,0,0
European Union,2018,2.01E+11,1.36E+11,0,524444.25,26639,89574,66468,3994.154854,0,349313,6.95E+11,15.62356232,0,0,0,0,0,0,0
European Union,2019,2.08E+11,1.36E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,1960,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.7,0,0
United Kingdom,1961,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,0,0
United Kingdom,1962,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.1,0,0
United Kingdom,1963,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3,0,0
United Kingdom,1964,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,0,0
United Kingdom,1965,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.7,0,0
United Kingdom,1966,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9,0,0
United Kingdom,1967,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.1,0,0
United Kingdom,1968,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.3,0,0
United Kingdom,1969,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5,0,0
United Kingdom,1970,283199773.8,340799727.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.8,0,0
United Kingdom,1971,299450940.3,357770469.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0
United Kingdom,1972,344806903.4,414465553.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.3,0,0
United Kingdom,1973,392037160.4,494946588.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,0,0
United Kingdom,1974,465540514.7,573064835.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.8,0,0
United Kingdom,1975,529813644,609148287.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.1,0,0
United Kingdom,1976,532968474.5,695748713.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.3,0,0
United Kingdom,1977,573322721.2,738818054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.6,0,0
United Kingdom,1978,698415871.7,883117477.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.8,0,0
United Kingdom,1979,753020243.4,991008503.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1,0,0
United Kingdom,1980,924694770.4,1135126607,0,0,22000,19612,10169,0,0,9933,0,0,0,0,0,0,80.4,0,0
United Kingdom,1981,900259104.2,1161183254,0,0,18406,20808,9666,0,0,11215,0,0,0,0,0,0,80.6,0,0
United Kingdom,1982,810989857.9,995518507.9,0,0,16563,20530,9844,0,0,10787,0,0,0,0,0,0,80.7,0,0
United Kingdom,1983,827232728.5,1062266137,0,0,14798,19893,10092,0,0,12008,0,0,0,0,0,0,80.9,0,0
United Kingdom,1984,903266514.8,1047765275,0,0,13735,19093,11035,0,0,11761,0,0,0,0,0,0,81,0,0
United Kingdom,1985,807266041.8,1161836267,0,0,12293,19672,11695,0,0,12628,0,0,0,0,0,0,81.1,0,0
United Kingdom,1986,1035088153,1239093432,0,0,11063,20040,14998,0,0,24155,0,0,0,0,0,0,81.1,0,0
United Kingdom,1987,1938146289,2018056605,0,0,10419,19945,14654,0,0,18745,0,0,0,0,0,0,81.2,0,0
United Kingdom,1988,2331718495,2411849759,0,0,9935,20536,17849,0,0,20157,0,0,0,0,0,0,81.2,0,0
United Kingdom,1989,2600777859,2603690903,0,0,9637,19732,19022,0,0,21030,0,0,0,0,0,0,0,0,0
United Kingdom,1990,3574748480,3055033020,0,0,8928,19310,19618,0,0,20014,0,0,0,0.775,0,26485,0,0,0
United Kingdom,1991,3370457081,3339481528,0,0,8357,19230,18969,0,0,16014,0,0,0,0.787,0,26133,0,0,0
United Kingdom,1992,3577319474,4190099803,0,0,7839,18848,19154,0,0,16814,0,0,0,0.801,0,26228,0,0,0
United Kingdom,1993,3603459888,4355381733,0,0,7922,18727,17813,0,0,16951,0,0,0,0.813,0,26800,0,0,0
United Kingdom,1994,4472337548,5319050532,0,0,8081,18384,21168,0,0,19876,0,0,0,0.827,0,27864,0,0,0
United Kingdom,1995,5198358488,6080093957,0,0,8891,18630,17269,0,0,19474,0,0,0,0.839,0,28410,0,0,0
United Kingdom,1996,6320330299,6655053056,1.58684,0,9821,18184,12646,2490.55483,0,20400,0,0,0,0.844,0,29072,0,0,0
United Kingdom,1997,6137005611,6790442218,1.5445,0,10171,17938,13989,2497.82047,0,21955,0,0,0,0.849,0,30283,0,0,0
United Kingdom,1998,6652282989,7070738734,1.55911,0,10083,19530,15738,2694.6175,0,21010,0,0,0,0.855,0,31365,0,0,0
United Kingdom,1999,6555853315,6204619545,1.64171,0,10399,21333,15892,2853.96564,0,22048,0,0,0,0.861,0,32056,0,0,0
United Kingdom,2000,5925200262,6748824108,1.62649,77244.9,10697,22050,17112,2894.5148,0,25438,0,0,0,0.867,0,33278,0,0,0
United Kingdom,2001,6036882474,6841734527,1.61903,73779.92,10658,21423,15867,3080.69401,0,20824,0,0,0,0.871,0,34209,0,0,0
United Kingdom,2002,7804327542,6952779152,1.6254,74814.46,10907,20624,13601,3340.22179,0,21705,0,0,0,0.874,0,35116,0,0,0
United Kingdom,2003,8120302930,7982305128,1.5895,75564.08,11198,20426,12920,3638.09033,0,21274,0,0,0,0.878,0,36116,0,0,0
United Kingdom,2004,8984971586,9718241524,1.5423,79249.97,10776,19178,13717,3824.26193,0,22475,0,0,0,0.886,0,36670,0,0,0
United Kingdom,2005,9611023572,14288308431,1.5612,84940.1,10155,17833,11314,4123.53188,688.25524,24186,0,0,0,0.89,0,37682,0,0,0
United Kingdom,2006,9613873706,14489397701,1.58285,88142.47,8261,17484,11291,4176.31268,725.70233,26765,0,0,0,0.889,0,37882,0,0,0
United Kingdom,2007,8766712827,16042991073,1.62165,91212.76,7624,17375,11041,4111.14041,853.49869,29003,69643938581,21.11749192,0,0.892,0,38325,0,0,0
United Kingdom,2008,10268550459,14407454813,1.62307,91357.74,6856,16523,9580,4053.92721,894.86867,25511,68244894936,20.83815071,0,0.896,0,37721,0,0,0
United Kingdom,2009,9806948655,13816472855,1.6825,93803.37,6480,15985,8664,4076.55189,918.9098,25182,49442450948,20.80359547,0,0.899,0,35907,0,0,0
United Kingdom,2010,10168424907,14202642213,1.66063,93791.51,6439,15490,9441,4043.26715,934.29414,26814,67432951910,23.54890036,63.5,0.905,0,36534,0,5.8,99.8
United Kingdom,2011,11025788275,14841796574,1.66488,95820.1,6916,15343,7840,3926.11787,1140.06267,31273,76724121952,23.5783443,64,0.899,0,36966,0,5.7,99.9
United Kingdom,2012,9733764123,13449634698,1.59382,98144.92,7865,15370,7674,3969.85915,1061.34473,35239,74212593263,23.80008493,64.5,0.897,0,36707,0,5.7,83.2
United Kingdom,2013,10702369086,17673460192,1.63938,99228.41,7966,14972,7838,4119.45134,1188.21523,42167,75593926804,23.87652791,65,0.914,0,36825,0,5.6,83
United Kingdom,2014,12175623774,19872519387,1.65915,99384.79,7844,15196,8406,4227.62028,1255.49029,46388,76895178085,22.47136356,65.4,0.918,0,37627,0,5.7,82.9
United Kingdom,2015,12924492291,20700544058,1.66818,99616.02,7934,14867,8668,4319.50151,1349.98182,49223,75619201291,22.6715725,65.9,0.916,0,38116,0,5.6,82.9
United Kingdom,2016,11821309424,19176709831,1.68211,99366.17,8183,13876,12980,4357.93303,1305.4251,54073,75001628651,23.98313597,66.3,0.918,0,38421,0,5.5,83.5
United Kingdom,2017,12289529454,22845450301,1.69829,99128.72,8771,13301,20594,4341.15124,0,63158,75275694845,23.13511086,66.7,0.919,0,39216,0,0,84
United Kingdom,2018,14480392665,26253050675,1.72412,97680.9,8076,12865,28082,4603.31022,0,66833,76926541023,22.64313741,67.1,0.92,0,39507,0,0,84.5
United Kingdom,2019,16936039727,25289389061,0,0,0,0,0,0,0,0,77909845011,23.41450405,0,0,0,0,0,0,0
Israel,1960,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6,0,0
Israel,1961,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.8,0,0
Israel,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.1,0,0
Israel,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.3,0,0
Israel,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5,0,0
Israel,1965,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.8,0,0
Israel,1966,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0
Israel,1967,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2,0,0
Israel,1968,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.4,0,0
Israel,1969,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,0,0
Israel,1970,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.9,0,0
Israel,1971,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.2,0,0
Israel,1972,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.4,0,0
Israel,1973,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.7,0,0
Israel,1974,8000000,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0
Israel,1975,9000000,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.3,0,0
Israel,1976,9000000,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.5,0,0
Israel,1977,11000000,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.8,0,0
Israel,1978,8000000,9000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0
Israel,1979,7000000,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.3,0,0
Israel,1980,3000000,12000000,0,0,2104,669,3601,0,0,659,0,0,0,0,0,0,81.5,0,0
Israel,1981,31000000,13900000,0,0,2132,727,3506,0,0,684,0,0,0,0,0,0,81.7,0,0
Israel,1982,39300000,20800000,0,0,2207,707,3190,0,0,692,0,0,0,0,0,0,81.8,0,0
Israel,1983,33900000,21800000,0,0,2295,687,1481,0,0,588,0,0,0,0,0,0,82,0,0
Israel,1984,33300000,27600000,0,0,2690,696,1334,0,0,688,0,0,0,0,0,0,82.2,0,0
Israel,1985,24900000,32600000,0,0,2727,790,1295,0,0,757,0,0,0,0,0,0,82.3,0,0
Israel,1986,31000000,34600000,0,0,2830,819,1531,0,0,866,0,0,0,0,0,0,82.5,0,0
Israel,1987,46700000,41500000,0,0,3035,823,1699,0,0,1145,0,0,0,0,0,0,82.7,0,0
Israel,1988,55500000,62000000,0,0,2859,995,1915,0,0,843,0,0,0,0,0,0,82.8,0,0
Israel,1989,64300000,55100000,0,0,3048,1042,2330,0,0,956,0,0,0,0,0,0,0,0,0
Israel,1990,73100000,62900000,0,0,2856,1052,2209,0,0,1020,0,0,0,0.792,0,20001,0,0,0
Israel,1991,85900000,70400000,0,0,2630,1087,2248,0,0,1063,0,0,0,0.8,0,20469,0,0,0
Israel,1992,103300000,96100000,0,0,2327,1400,2306,0,0,1107,0,0,0,0.807,0,21259,0,0,0
Israel,1993,111300000,92000000,0,0,2635,1318,2590,0,0,1318,0,0,0,0.813,0,21553,0,0,0
Israel,1994,148300000,115500000,0,0,2701,1261,3977,0,0,1781,0,0,0,0.818,0,22535,0,0,0
Israel,1995,155500000,134300000,0,0,3159,1266,4498,0,0,1743,0,0,0,0.824,0,23489,0,0,0
Israel,1996,183300000,158200000,2.59385,0,2101,1218,4947,0,0,1955,0,0,0,0.828,0,23984,0,0,0
Israel,1997,195300000,177100000,2.80908,0,1445,1441,5493,0,0,1891,0,0,0,0.836,0,24212,0,0,0
Israel,1998,212700000,215600000,2.92076,0,3106,1950,5911,0,0,2103,0,0,0,0.843,0,24526,0,0,0
Israel,1999,269600000,253500000,3.33293,0,3904,2053,6147,0,0,2612,0,0,0,0.85,0,24420,0,0,0
Israel,2000,360600000,496100000,3.93624,9245.52,5203,1599,8733,0,0,2997,0,0,0,0.853,0,25092,0,0,0
Israel,2001,459600000,425200000,4.18772,9290.11,5521,1248,6468,0,0,2468,0,0,0,0.857,0,25073,0,0,0
Israel,2002,461800000,420200000,4.13345,9669.6,5095,1213,4827,0,0,2842,0,0,0,0.865,0,24713,0,0,0
Israel,2003,433400000,425200000,3.89787,9844.56,4569,1329,5127,0,0,2196,0,0,0,0.865,0,24510,0,0,0
Israel,2004,490700000,504700000,3.87732,10309.14,4870,1544,5237,0,0,2731,0,0,0,0.867,0,25287,0,0,0
Israel,2005,541900000,574100000,4.05153,10460.49,5157,1669,6159,0,0,2816,0,0,0,0.871,0,26375,0,0,0
Israel,2006,680800000,593000000,4.14236,11009.5,6154,1342,6778,0,0,3475,0,0,0,0.872,0,27494,0,0,0
Israel,2007,912800000,785800000,4.42769,11192.87,6394,1615,7285,0,0,3293,3121661000,7.617197713,0,0.881,0,28643,0,0,0
Israel,2008,908300000,956700000,4.34517,11328.61,6214,1528,7544,0,0,3198,9662205000,17.11994792,0,0.88,0,28431,0,0,0
Israel,2009,898600000,762600000,4.13326,11173.52,5387,1387,5572,0,0,2734,10540545000,23.54429089,0,0.882,0,27942,0,0,0
Israel,2010,831500000,849400000,3.93984,10914.56,5856,1450,6209,0,0,2569,10584992000,19.4524219,7.3,0.887,0,29110,0,5.5,84.7
Israel,2011,1068300000,1099500000,4.01151,11248.86,5526,1360,5756,0,0,2514,11681717000,18.50422989,7.5,0.892,0,30157,0,5.6,85.4
Israel,2012,1111700000,1056500000,4.15735,11622.78,5473,1319,6160,0,0,2186,11565015000,19.89303838,7.6,0.893,0,29852,0,5.7,85.8
Israel,2013,998000000,1006700000,4.09218,11395.49,4984,1201,6381,0,0,2244,11744185000,19.02222478,7.7,0.895,0,30679,0,5.9,88.4
Israel,2014,1135700000,1281000000,4.16793,12112.79,5148,1125,6576,0,0,2379,12408980000,19.40171876,7.9,0.9,0,31728,0,5.8,88.8
Israel,2015,1061600000,1096100000,4.25592,12048.66,5623,1285,6718,0,0,2507,13753939000,22.88378688,8,0.901,0,31814,0,5.9,88.8
Israel,2016,1202100000,1265200000,4.50574,12244.1,5119,1300,6757,0,0,2341,12199784000,21.816044,8.1,0.902,0,32428,0,0,89.1
Israel,2017,1351600000,1264300000,4.81602,12270.41,5377,1436,6915,0,0,2568,12057719000,21.36495058,8.2,0.904,0,32860,0,0,89.1
Israel,2018,1381900000,1273100000,4.95278,12234.69,5857,1506,7403,0,0,2622,12971903000,22.83081039,8.4,0.906,0,33650,0,0,89.1
Israel,2019,1520200000,1579200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1970,220000000,2330000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1971,240000000,2550000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1972,300000000,2780000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1973,400000000,3230000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1974,360000000,3830000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1975,480000000,4310000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1976,500000000,4370000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1977,510000000,4920000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1978,670000000,5880000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1979,850000000,6190000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,1980,730000000,7080000000,0,0,64930,63746,11650,0,0,50406,0,0,0,0,0,0,0,0,0
North America,1981,1245526017,7317516793,0,0,67276,64568,12404,0,0,56967,0,0,0,0,0,0,0,0,0
North America,1982,1476790445,5642395938,0,0,70192,65316,12814,0,0,67333,0,0,0,0,0,0,0,0,0
North America,1983,1658907414,5821357117,0,0,68002,61408,14243,0,0,58758,0,0,0,0,0,0,0,0,0
North America,1984,1968410514,6216279243,0,0,74152,63867,16195,0,0,66449,0,0,0,0,0,0,0,0,0
North America,1985,1967907069,6729066743,0,0,77044,65765,20101,0,0,66471,0,0,0,0,0,0,0,0,0
North America,1986,2337850028,8170335106,0,0,81317,67356,21130,0,0,69373,0,0,0,0,0,0,0,0,0
North America,1987,2837475172,10244071810,0,0,90120,70842,20428,0,0,70131,0,0,0,0,0,0,0,0,0
North America,1988,3904288288,12252070213,0,0,97513,77964,24129,0,0,79050,0,0,0,0,0,0,0,0,0
North America,1989,3976481740,13942561167,0,0,108397,85401,28110,0,0,92575,0,0,0,0,0,0,0,0,0
North America,1990,4803737469,16874647916,0,0,104895,93192,32386,0,0,120641,0,0,0,0,0,0,0,0,0
North America,1991,5828570111,18164305753,0,0,105257,90137,29528,0,0,117304,0,0,0,0,0,0,0,0,0
North America,1992,6874795353,21286988895,0,0,113872,95232,29068,0,0,122644,0,0,0,0,0,0,0,0,0
North America,1993,6717650281,22213221992,0,0,107548,103578,30491,0,0,144865,0,0,0,0,0,0,0,0,0
North America,1994,7615749602,27319169306,0,0,120205,109713,34681,0,0,154104,0,0,0,0,0,0,0,0,0
North America,1995,8801422401,31023308255,0,0,128341,126393,38829,0,0,178725,0,0,0,0,0,0,0,0,0
North America,1996,9787307887,33347095727,0,0,130041,109475,44031,3134.084161,0,201820,0,0,0,0,0,0,0,0,0
North America,1997,11448741106,34391006889,0,0,126520,122558,49894,3232.461655,0,217472,0,0,0,0,0,0,0,0,0
North America,1998,13827204790,37158420478,0,0,132409,138542,56383,3385.027224,0,225618,0,0,0,0,0,0,0,0,0
North America,1999,16514822610,49379658126,0,0,149701,153312,50903,3445.061167,0,250223,0,0,0,0,0,0,0,0,0
North America,2000,20170235579,54130901618,0,338700.1794,166535,168982,65416,3499.419887,0,273300,0,0,0,0,0,0,0,0,0
North America,2001,20204578555,52021923682,0,339051.4961,184711,181476,56376,3581.247639,0,199027,0,0,0,0,0,0,0,0,0
North America,2002,23972912201,56434964576,0,355528.2406,185982,188204,50610,3658.778392,0,198761,0,0,0,0,0,0,0,0,0
North America,2003,24713962204,59819417256,0,367508.9726,186799,192870,50474,3896.735199,0,209977,0,0,0,0,0,0,0,0,0
North America,2004,30146200016,70276299993,0,395902.707,200377,194767,59016,3819.473081,0,231238,0,0,0,0,0,0,0,0,0
