Country,Year,"Charges for the use of intellectual property, payments (BoP, current US$)","Charges for the use of intellectual property, receipts (BoP, current US$)",Research and development expenditure (% of GDP),Scientific and technical journal articles,"Patent applications, nonresidents","Patent applications, residents","Trademark applications, direct nonresident",Researchers in R&D (per million people),Technicians in R&D (per million people),"Trademark applications, direct resident",High-technology exports (current US$),High-technology exports (% of manufactured exports),"Population, total (millions)",Human Development Index (HDI),"Literacy rate, adult (% ages 15 and older)",Gross national income (GNI) per capita (2011 PPP$),Life expectancy at birth,Government expenditure on education (% of GDP),Population with at least some secondary education (% ages 25 and older)
North America,2005,32536129029,77321468639,0,431911.5356,217571,213050,62432,3792.448661,0,243077,0,0,0,0,0,0,0,0,0
North America,2006,32125760777,86909258698,0,434756.3251,240698,227306,67836,3857.187246,0,253306,0,0,0,0,0,0,0,0,0
North America,2007,34646385728,1.02E+11,0,444146.5358,249940,246345,73687,3861.322258,0,277572,2.75E+11,26.89215362,0,0,0,0,0,0,0
North America,2008,38552783215,1.06E+11,0,447359.295,261761,236649,72042,4012.356708,0,266303,2.77E+11,25.92175779,0,0,0,0,0,0,0
North America,2009,40228382966,1.02E+11,0,454814.7888,263604,229979,63191,4125.958513,0,243708,1.80E+11,23.68056289,0,0,0,0,0,0,0
North America,2010,42291077394,1.10E+11,0,465199.8382,279148,246527,69369,3960.477819,0,257313,1.96E+11,21.66216942,0,0,0,0,0,0,0
North America,2011,46509308426,1.27E+11,0,481645.0768,286189,252504,75503,4101.870318,0,278178,1.98E+11,19.83030657,0,0,0,0,0,0,0
North America,2012,49572189358,1.28E+11,0,487696.7944,304566,273491,79735,4054.05022,0,283700,2.06E+11,19.71226921,0,0,0,0,0,0,0
North America,2013,50672258442,1.33E+11,0,489565.3488,313955,292398,81485,4144.070247,0,291674,2.05E+11,19.68949914,0,0,0,0,0,0,0
North America,2014,53706921237,1.34E+11,0,494060.6512,324989,289294,88967,4238.975733,0,304638,2.09E+11,19.846489,0,0,0,0,0,0,0
North America,2015,51350248818,1.29E+11,0,490615.1679,333762,292612,101615,4293.414053,0,325822,2.07E+11,20.73039543,0,0,0,0,0,0,0
North America,2016,58562930520,1.29E+11,0,487402.0585,340911,299405,123704,4260.005847,0,324202,2.03E+11,21.49055201,0,0,0,0,0,0,0
North America,2017,65280374228,1.31E+11,0,492524.73,344021,297957,150774,4403.66264,0,356351,1.85E+11,18.79578002,0,0,0,0,0,0,0
North America,2018,67930926756,1.34E+11,0,482867.0685,343858,289444,158374,0,0,369470,1.87E+11,18.33019082,0,0,0,0,0,0,0
North America,2019,68478841336,1.34E+11,0,0,0,0,0,0,0,0,1.89E+11,18.65861151,0,0,0,0,0,0,0
South Africa,1960,5599997.762,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1961,5599997.762,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1962,8399996.643,2799998.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1963,15399993.85,1399999.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1964,15399993.85,2799998.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1965,26599989.37,2799998.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1966,26599989.37,2799998.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1967,32199987.13,4199998.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1968,37799984.9,5599997.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1969,39199984.34,2799998.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1970,46199981.54,4199998.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1971,47527375.68,6985476.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1972,63773980.21,10251867.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1973,78078851.9,5773073.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1974,72148373.09,7377986.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1975,107043108,8305088.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1976,110399999.9,10349999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1977,136849999.9,10349999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1978,171349999.9,9199999.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1979,164006636.6,11892085.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1980,204629390.2,16688942.5,0,0,5024,3092,3632,0,0,4950,0,0,0,0,0,0,0,0,0
South Africa,1981,218680439.9,18119817.26,0,0,5694,3340,4002,0,0,5889,0,0,0,0,0,0,0,0,0
South Africa,1982,194254166,18482154.73,0,0,6585,3017,4373,0,0,5635,0,0,0,0,0,0,0,0,0
South Africa,1983,204832559.1,17970565.3,0,0,5479,4240,3675,0,0,4615,0,0,0,0,0,0,0,0,0
South Africa,1984,165864362.6,13899193.06,0,0,6275,3874,4135,0,0,5071,0,0,0,0,0,0,0,0,0
South Africa,1985,120290310.7,10799651.52,0,0,5849,4051,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1986,127663446.3,12689753.83,0,0,5046,4730,2826,0,0,5833,0,0,0,0,0,0,0,0,0
South Africa,1987,175919698.1,14743861.88,0,0,4844,4922,2894,0,0,7689,0,0,0,0,0,0,0,0,0
South Africa,1988,166062727.5,14142618.57,0,0,4905,4829,3084,0,0,7373,0,0,0,0,0,0,0,0,0
South Africa,1989,143844302.2,12182024.78,0,0,4842,5134,3333,0,0,6328,0,0,0,0,0,0,0,0,0
South Africa,1990,131507350.7,18910416.85,0,0,4943,1093,3345,0,0,7528,0,0,0,0.625,0,9588,63.3,0,0
South Africa,1991,140681952.7,89679379.8,0,0,4654,1023,3549,0,0,7051,0,0,0,0.632,0,9349,63.4,0,0
South Africa,1992,139317392.8,53306031.24,0,0,4423,888,4030,0,0,6961,0,0,0,0.64,0,8951,63.2,0,0
South Africa,1993,124008809,50402694.41,0,0,4282,904,6678,0,0,7501,0,0,0,0.646,0,8855,62.9,0,0
South Africa,1994,113789335.3,51273706.56,0,0,4968,935,6280,0,0,7783,0,0,0,0.648,0,8951,62.3,0,0
South Africa,1995,293134700.5,44672003.89,0,0,5482,883,8043,0,0,9044,0,0,0,0.652,0,9023,61.6,0,0
South Africa,1996,309240134.8,66941851.73,0,0,6115,757,8281,0,0,10223,0,0,0,0.649,0,9210,60.6,0,0
South Africa,1997,258245886.8,52112946.02,0.58354,0,6917,355,9118,198.49974,151.74192,11218,0,0,0,0.644,0,9286,59.5,0,0
South Africa,1998,227549342.3,48962908.64,0,0,7190,200,9001,0,0,14599,0,0,0,0.638,0,9167,58.3,0,0
South Africa,1999,212784401.7,44195432.66,0,0,3002,138,9785,0,0,14153,0,0,0,0.633,0,9244,57.1,0,0
South Africa,2000,245895910.2,49094178.93,0,3897.55,2400,895,12169,0,0,13509,0,0,0,0.629,0,9498,56,0,0
South Africa,2001,329528506.3,21490396.23,0.71578,4099.38,5427,966,8942,311.20482,74.03787,12959,0,0,0,0.61,0,9556,55.1,0,0
South Africa,2002,446513324,19454588.57,0,4413.16,5617,983,7832,0,0,12535,0,0,0,0.618,0,9842,54.3,0,0
South Africa,2003,616743679.5,26550160.13,0.76051,4267.39,5303,922,8092,302.46454,110.06183,14676,0,0,0,0.617,0,9985,53.7,0,0
South Africa,2004,891018800.3,37391888.59,0.81334,4831.02,5833,956,8844,378.80948,109.44225,14982,0,0,0,0.618,0,10388,53.4,0,0
South Africa,2005,1070615302,45302063.01,0.86315,5174.46,6001,1003,10850,361.3785,109.61099,16985,0,0,0,0.62,0,10798,53.4,0,0
South Africa,2006,1281749087,55106998.01,0.89815,5715.98,6739,866,11778,383.02655,130.57869,20017,0,0,0,0.624,0,11257,53.8,0,0
South Africa,2007,1596250885,75106030.26,0.88287,5938.9,7402,915,17921,393.33011,123.38131,17080,1933241745,5.886383453,0,0.631,0,11545,54.5,0,0
South Africa,2008,1675904017,78842738.13,0.88816,6343.81,7081,860,13875,389.4041,120.9816,16032,2088731883,5.421060719,0,0.644,0,11777,55.4,0,0
South Africa,2009,1658023465,75704499.36,0.83562,7114.73,5913,822,10487,392.12037,114.74907,16134,1491786653,5.854819003,0,0.654,0,11535,56.5,0,0
South Africa,2010,1941103069,113985144.6,0.73704,7601.07,5562,821,12509,365.49511,105.62145,18040,2396111473,5.973654028,51.2,0.662,0,11723,57.7,5.7,71.6
South Africa,2011,2117898971,134505552.1,0.73451,8293.8,6589,656,13962,386.80015,107.04727,19522,2696075884,6.059117594,52,0.663,0,11868,58.9,6,72.2
South Africa,2012,2017094892,124888029.2,0.73363,9105.71,6836,608,14105,404.71937,124.58771,20499,2848376245,6.631055226,52.8,0.673,0,11923,60.1,6.4,74.3
South Africa,2013,1936791712,119974977.6,0.72488,9709.05,6657,638,15199,434.85308,128.6247,20871,2633031431,6.501821684,53.7,0.683,0,12038,61.1,6,74.6
South Africa,2014,1731992059,116468991.1,0.77115,10349.9,6750,802,14943,432.16155,141.7438,20475,2829000147,6.641668292,54.5,0.691,0,12063,62,6,74.9
South Africa,2015,1708385694,103118206.7,0.79846,10964.38,6608,889,15430,472.30756,138.81214,21543,2669358887,6.965006392,55.4,0.699,0,12052,62.6,6,74.9
South Africa,2016,1984245344,109422730.8,0.81882,12045.47,6506,704,15242,492.03626,134.55643,22734,2248150985,6.241870775,56.2,0.702,0,11908,63.2,5.9,75.7
South Africa,2017,2124316253,119040051.6,0.83215,12846.08,6816,728,10224,517.72191,129.50941,16027,2040001338,5.215836001,57,0.704,0,11864,63.5,6.1,75.7
South Africa,2018,1817432556,120715706.7,0,13008.74,6258,657,15987,0,0,22550,2239945787,5.319693778,57.8,0.705,0,11756,63.9,0,76.5
South Africa,2019,1649467140,108148202.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1980,0,0,0,0,113,2,426,0,0,28,0,0,0,0,0,0,0,0,0
Zambia,1981,0,0,0,0,107,1,393,0,0,11,0,0,0,0,0,0,0,0,0
Zambia,1982,0,0,0,0,91,1,280,0,0,29,0,0,0,0,0,0,0,0,0
Zambia,1983,0,0,0,0,91,1,297,0,0,19,0,0,0,0,0,0,0,0,0
Zambia,1984,0,0,0,0,79,0,287,0,0,25,0,0,0,0,0,0,0,0,0
Zambia,1985,0,0,0,0,105,0,236,0,0,25,0,0,0,0,0,0,0,0,0
Zambia,1986,0,0,0,0,108,0,202,0,0,33,0,0,0,0,0,0,0,0,0
Zambia,1987,0,0,0,0,99,0,220,0,0,34,0,0,0,0,0,0,0,0,0
Zambia,1988,0,0,0,0,74,7,231,0,0,33,0,0,0,0,0,0,0,0,0
Zambia,1989,0,0,0,0,50,3,310,0,0,15,0,0,0,0,0,0,0,0,0
Zambia,1990,0,0,0,0,50,7,311,0,0,14,0,0,0,0.424,0,2140,49.2,0,0
Zambia,1991,0,0,0,0,47,1,427,0,0,45,0,0,0,0.421,0,2020,48.1,0,0
Zambia,1992,0,0,0,0,64,7,395,0,0,25,0,0,0,0.42,0,1969,47,0,0
Zambia,1993,0,0,0,0,60,4,419,0,0,41,0,0,0,0.422,0,2101,45.9,0,0
Zambia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418,0,1900,45,0,0
Zambia,1995,0,0,0,0,39,4,696,0,0,105,0,0,0,0.419,0,1909,44.2,0,0
Zambia,1996,0,0,0,0,36,6,686,47.6459,15.418,67,0,0,0,0.419,0,1988,43.7,0,0
Zambia,1997,-100000,0,0,0,0,0,0,51.57535,16.46243,0,0,0,0,0.42,0,2006,43.5,0,0
Zambia,1998,200000,0,0,0,0,0,679,53.51455,15.81112,144,0,0,0,0.419,0,1935,43.4,0,0
Zambia,1999,200000,0,0,0,34,5,770,52.85704,16.07406,189,0,0,0,0.424,0,2001,43.6,0,0
Zambia,2000,400000,0,0,33.6,0,0,0,0,0,0,0,0,0,0.428,0,2034,44,0,0
Zambia,2001,400000,0,0,51.96,25,6,646,0,0,213,0,0,0,0.436,0,2094,44.6,0,0
Zambia,2002,400000,0,0,61.54,6,3,1104,0,0,195,0,0,0,0.445,0,2142,45.4,0,0
Zambia,2003,400000,0,0,47.78,10,3,1080,0,0,258,0,0,0,0.455,0,2248,46.3,0,0
Zambia,2004,0,0,0,42.84,27,1,1346,0,0,314,0,0,0,0.464,0,2261,47.4,0,0
Zambia,2005,400000,0,0,60.19,22,5,1525,0,0,240,0,0,0,0.475,0,2332,48.5,0,0
Zambia,2006,400000,0,0,67.37,9,4,1638,0,0,255,0,0,0,0.486,0,2409,49.8,0,0
Zambia,2007,1172724,0,0,69.27,20,19,1509,0,0,247,0,0,0,0.492,0,2490,51.1,0,0
Zambia,2008,1289996.4,0,0,92.07,17,26,1590,41.71683,64.521,358,9075537,2.695217092,0,0.507,0,2705,52.6,0,0
Zambia,2009,444400,0,0,76.52,9,9,1263,0,0,524,6210779,1.762954782,0,0.521,0,3031,54.1,0,0
Zambia,2010,548844,0,0,89.14,12,5,2558,0,0,378,4744232,1.09471649,13.6,0.531,0,3114,55.7,0,34.5
Zambia,2011,3733435,0,0,101.03,21,3,1546,0,0,470,15301948,2.234360599,14,0.541,0,3251,57.1,0,35
Zambia,2012,3770201,0,0,106.12,31,7,1915,0,0,633,54715143,4.695926314,14.5,0.552,0,3520,58.5,0,36.3
Zambia,2013,1770000,0,0,119.47,26,13,2358,0,0,398,40338876,2.428141176,14.9,0.559,0,3482,59.7,0,37.7
Zambia,2014,1885050,0,0,134.46,25,14,2117,0,0,527,21085881,1.886865111,15.4,0.565,0,3615,60.8,0,39
Zambia,2015,2007578.25,0,0,157.23,12,20,1876,0,0,682,53313918,7.664858648,15.9,0.57,0,3617,61.7,0,40.4
Zambia,2016,2138070.836,0,0,181.66,18,15,1946,0,0,793,256257250,31.06457203,16.4,0.58,0,3622,62.5,0,41.7
Zambia,2017,2287735.795,0,0,209.45,10,12,2075,0,0,1072,36265768,4.48993812,16.9,0.589,0,3553,63,0,44.3
Zambia,2018,35002237.7,0,0,213.07,0,0,0,0,0,0,25805507,1.998840409,17.4,0.591,0,3582,63.5,0,44.3
Zambia,2019,16903078.7,0,0,0,0,0,0,0,0,0,22478701,2.308944219,0,0,0,0,0,0,0
Zimbabwe,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1977,8902118.205,794831.9826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1978,7261152.314,1778241.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1979,10286597.47,1028659.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,1980,13637268.57,2789441.299,0,0,281,39,1177,0,0,274,0,0,0,0,0,0,0,0,0
Zimbabwe,1981,13751426.95,2009772.484,0,0,274,35,931,0,0,177,0,0,0,0,0,0,0,0,0
Zimbabwe,1982,17038061.1,1451001.104,0,0,230,41,760,0,0,189,0,0,0,0,0,0,0,0,0
Zimbabwe,1983,13933188.02,984800.746,0,0,237,40,496,0,0,99,0,0,0,0,0,0,0,0,0
Zimbabwe,1984,7423387.866,624962.3282,0,0,191,34,546,0,0,142,0,0,0,0,0,0,0,0,0
Zimbabwe,1985,4826765.533,374333.4591,0,0,205,38,504,0,0,206,0,0,0,0,0,0,0,0,0
Zimbabwe,1986,6001100.438,595535.7388,0,0,206,47,600,0,0,245,0,0,0,0,0,0,0,0,0
Zimbabwe,1987,6248701.577,540451.3385,0,0,200,41,491,0,0,269,0,0,0,0,0,0,0,0,0
Zimbabwe,1988,5919010.858,553178.5848,0,0,144,38,546,0,0,286,0,0,0,0,0,0,0,0,0
Zimbabwe,1989,5323553.555,17770480.98,0,0,138,39,744,0,0,321,0,0,0,0,0,0,0,0,0
Zimbabwe,1990,8144433.633,774908.7384,0,0,159,44,735,0,0,372,0,0,0,0.498,0,2693,58.1,0,0
Zimbabwe,1991,39956823.33,1576115.643,0,0,128,60,830,0,0,425,0,0,0,0.5,0,2764,56.7,0,0
Zimbabwe,1992,5797814.26,993658.7598,0,0,161,42,955,0,0,303,0,0,0,0.485,0,2448,55.2,0,0
Zimbabwe,1993,5285226.265,824758.4682,0,0,136,44,914,0,0,315,0,0,0,0.48,0,2440,53.7,0,0
Zimbabwe,1994,6029681.367,603115.9023,0,0,0,0,1266,0,0,600,0,0,0,0.478,0,2611,52,0,0
Zimbabwe,1995,0,0,0,0,125,55,1418,0,0,508,0,0,0,0.472,0,2574,50.5,0,0
Zimbabwe,1996,0,0,0,0,122,28,1779,0,0,411,0,0,0,0.471,0,2833,49,0,0
Zimbabwe,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466,0,2851,47.7,0,0
Zimbabwe,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461,0,2871,46.5,0,0
Zimbabwe,1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0.457,0,2854,45.5,0,0
Zimbabwe,2000,0,0,0,231.01,0,0,0,0,0,0,0,0,0,0.452,0,2747,44.6,0,0
Zimbabwe,2001,0,0,0,213.85,0,0,0,0,0,1,0,0,0,0.453,0,2792,44,0,0
Zimbabwe,2002,0,0,0,165.61,0,0,0,0,0,0,0,0,0,0.444,0,2554,43.5,0,0
Zimbabwe,2003,0,0,0,180.57,0,0,0,0,0,0,0,0,0,0.43,0,2124,43.2,0,0
Zimbabwe,2004,0,0,0,138.17,0,0,0,0,0,0,0,0,0,0.427,0,1973,43.1,0,0
Zimbabwe,2005,0,0,0,139.5,0,0,0,0,0,0,0,0,0,0.425,0,1853,43.2,0,0
Zimbabwe,2006,0,0,0,172.45,0,0,0,0,0,0,0,0,0,0.429,0,1759,43.9,0,0
Zimbabwe,2007,0,0,0,185.25,0,0,0,0,0,0,0,0,0,0.434,0,1662,44.9,0,0
Zimbabwe,2008,0,0,0,125.81,0,0,0,0,0,0,58986684,14.3631767,0,0.432,0,1308,46.5,0,0
Zimbabwe,2009,6037763.729,1718404.874,0,117.14,0,0,0,0,0,0,9071079,3.344684304,0,0.448,0,1399,48.4,0,0
Zimbabwe,2010,3783946.613,1811198.737,0,151.36,0,0,0,0,0,0,9513492,1.950865363,12.7,0.472,0,1689,50.6,1.8,52.7
Zimbabwe,2011,8847845.099,1894513.879,0,147.07,0,0,0,0,0,0,8996039,2.781032967,12.9,0.49,83.6,1861,52.9,1.9,54
Zimbabwe,2012,9305786.893,1981661.517,0,202.94,0,0,1451,99.5185,0,426,20209903,6.221125172,13.1,0.516,0,2158,55,7.3,55.2
Zimbabwe,2013,17830152.8,2072817.947,0,223.58,0,0,1251,0,0,323,19021957,2.952922421,13.3,0.527,0,2239,56.9,7.4,56.5
Zimbabwe,2014,18668169.98,2168167.573,0,273,0,0,1682,0,0,310,12207057,1.472166184,13.6,0.537,0,2259,58.4,7.5,57.7
Zimbabwe,2015,19545573.97,2267903.281,0,268.98,19,9,1690,0,0,285,11830010,3.28246909,13.8,0.544,0,2226,59.5,0,57.7
Zimbabwe,2016,10372933.18,2372226.832,0,313.8,5,8,1866,0,0,155,13735165,5.168141789,14,0.549,0,2246,60.3,0,58.7
Zimbabwe,2017,4322232.37,0,0,340.45,0,0,0,0,0,0,11206210,2.591661254,14.2,0.553,0,2318,60.8,0,58.7
Zimbabwe,2018,0,0,0,359.33,0,0,0,0,0,0,9719357,2.051149029,14.4,0.563,0,2661,61.2,0,58.7
Zimbabwe,2019,0,0,0,0,0,0,0,0,0,0,27012994,4.784246897,0,0,0,0,0,0,0
